"","SITEVISITIDREPDIVER","X.1","SITE","ISLAND","X","SITEVISITID","METHOD","OBS_YEAR","REGION","REGION_NAME","ANALYSIS_SEC","ANALYSIS_YEAR","ANALYSIS_STRATA","SEC_NAME","DATE_","REEF_ZONE","DEPTH_BIN","DEPTH_BIN_new","LATITUDE","LONGITUDE","DEPTH","HARD_CORAL","SOFT_CORAL","MA","CCA","TA","SAND","CYANO","OTHER_BENTHIC","ComplexityValue","MEAN_SH","SD_SH_DIFF","MAX_HEIGHT","nCounts","nReps","REP","DIVER","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","UNKNOWN","TotFish","ECOREGION","POP_STATUS","SITE_SLOPE_400m","REPLICATEID","PISCIVORE_SJs"
"2241","3483BKSM",4408,"SAI-00183","Saipan",2252,3483,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Shallow",15.13557991,145.6882495,9,16.25,0,3.75,8.75,53.75,17.5,0,0,2.25,NA,NA,NA,4,2,"B","KSM",0,2.464103215,6.554674751,4.171118352,0,13.18989632,"Mariana Islands","P",3.2346541,"1845954805",0
"2242","3487AMF",4378,"SAI-00087","Saipan",2253,3487,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.09128264,145.7502239,25.7,12.5,2.5,25,5,54.5,0.5,0,0,1.5,NA,NA,NA,2,1,"A","MF",0.892171031,1.30674102,2.384063355,1.342183496,0,5.925158902,"Mariana Islands","P",16.35008032,"1845954823",0.89217103080895
"2243","3487APMA",4379,"SAI-00087","Saipan",2254,3487,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.09128264,145.7502239,25.7,12.5,2.5,25,5,54.5,0.5,0,0,1.5,NA,NA,NA,2,1,"A","PMA",0.200964216,1.458095597,0.40671377,1.174444612,0,3.240218194,"Mariana Islands","P",16.35008032,"1845954808",0.200964216140299
"2244","3488AMF",4429,"SAI-00261","Saipan",2258,3488,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.13533533,145.7434087,4.85,36.25,1,13.75,11.25,31.5,5.75,0.5,0,3.5,NA,NA,NA,4,2,"A","MF",0.524173541,0.300528452,4.795363676,6.3045385,0,11.92460417,"Mariana Islands","P",8.902754155,"1845954825",0.524173541329221
"2245","3488APMA",4427,"SAI-00261","Saipan",2256,3488,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.13533533,145.7434087,4.85,36.25,1,13.75,11.25,31.5,5.75,0.5,0,3.5,NA,NA,NA,4,2,"A","PMA",0.322575239,0.079804926,8.005652126,3.616571506,0,12.0246038,"Mariana Islands","P",8.902754155,"1845954810",0.322575238658653
"2246","3488BMF",4428,"SAI-00261","Saipan",2255,3488,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.13533533,145.7434087,4.85,36.25,1,13.75,11.25,31.5,5.75,0.5,0,3.5,NA,NA,NA,4,2,"B","MF",0.442435083,0.134022182,8.93543317,4.909245577,0,14.42113601,"Mariana Islands","P",8.902754155,"1845954826",0.442435082502857
"2247","3488BPMA",4426,"SAI-00261","Saipan",2257,3488,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.13533533,145.7434087,4.85,36.25,1,13.75,11.25,31.5,5.75,0.5,0,3.5,NA,NA,NA,4,2,"B","PMA",0.502726559,0.220711299,8.196669619,4.899749974,0,13.81985745,"Mariana Islands","P",8.902754155,"1845954815",0.502726558557722
"2248","3489AMF",4423,"SAI-00240","Saipan",2262,3489,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.16129006,145.7642954,4,25,1,9,16.25,42,6.75,0,0,3.25,NA,NA,NA,4,2,"A","MF",1.299682184,1.22576681,15.8003914,4.047802809,0,22.3736432,"Mariana Islands","P",8.785933453,"1845954827",1.29968218360022
"2249","3489APMA",4422,"SAI-00240","Saipan",2259,3489,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.16129006,145.7642954,4,25,1,9,16.25,42,6.75,0,0,3.25,NA,NA,NA,4,2,"A","PMA",1.494332782,0.56245868,16.30189579,2.432854738,0,20.79154199,"Mariana Islands","P",8.785933453,"1845954818",1.49433278166237
"2250","3489BMF",4424,"SAI-00240","Saipan",2260,3489,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.16129006,145.7642954,4,25,1,9,16.25,42,6.75,0,0,3.25,NA,NA,NA,4,2,"B","MF",0,0.544597546,16.37856721,11.76426758,0,28.68743234,"Mariana Islands","P",8.785933453,"1845954828",0
"2251","3489BPMA",4425,"SAI-00240","Saipan",2261,3489,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.16129006,145.7642954,4,25,1,9,16.25,42,6.75,0,0,3.25,NA,NA,NA,4,2,"B","PMA",0.475342763,0.743497689,12.07717009,2.655942697,0,15.95195324,"Mariana Islands","P",8.785933453,"1845954824",0.475342763367794
"2252","3490AMF",4388,"SAI-00116","Saipan",2264,3490,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.12443449,145.7556721,23.7,12.5,0.5,17.5,5,57,7.5,0,0,1,NA,NA,NA,2,1,"A","MF",0.638687272,7.359827141,2.59916948,1.135257128,0,11.73294102,"Mariana Islands","P",10.49797693,"1845954830",0.638687272284102
"2253","3490APMA",4389,"SAI-00116","Saipan",2263,3490,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.12443449,145.7556721,23.7,12.5,0.5,17.5,5,57,7.5,0,0,1,NA,NA,NA,2,1,"A","PMA",0.270886201,1.417805277,2.20373296,0.451517803,0,4.343942241,"Mariana Islands","P",10.49797693,"1845954829",0.270886200955522
"2254","3491AJPZ",4371,"SAI-00072","Saipan",2267,3491,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.11062891,145.701895,22.75,7.5,0.5,15.5,5.25,59.75,11.5,0,0,1.25,NA,NA,NA,4,2,"A","JPZ",0.670324538,5.284333169,9.103384284,1.277114688,0,16.33515668,"Mariana Islands","P",5.661350671,"1845954812",0.670324538196121
"2255","3491ASCM",4370,"SAI-00072","Saipan",2265,3491,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.11062891,145.701895,22.75,7.5,0.5,15.5,5.25,59.75,11.5,0,0,1.25,NA,NA,NA,4,2,"A","SCM",0,1.251016883,0.62365998,1.133748332,0,3.008425196,"Mariana Islands","P",5.661350671,"1845954809",0
"2256","3491BEMD",4369,"SAI-00072","Saipan",2268,3491,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.11062891,145.701895,22.75,7.5,0.5,15.5,5.25,59.75,11.5,0,0,1.25,NA,NA,NA,4,2,"B","EMD",1.41905217,0.87586301,4.008420784,2.212933249,0,8.516269213,"Mariana Islands","P",5.661350671,"1845954817",1.41905216991972
"2257","3491BKSM",4368,"SAI-00072","Saipan",2266,3491,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.11062891,145.701895,22.75,7.5,0.5,15.5,5.25,59.75,11.5,0,0,1.25,NA,NA,NA,4,2,"B","KSM",2.019651297,3.654126784,5.388285165,3.005451825,0,14.06751507,"Mariana Islands","P",5.661350671,"1845954832",2.01965129745675
"2258","3492AJPZ",4375,"SAI-00086","Saipan",2272,3492,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.10522527,145.7202338,22,5,0,6.25,8.25,68.75,11.75,0,0,1,NA,NA,NA,4,2,"A","JPZ",1.271389122,3.711958861,11.6259423,2.320713101,0,18.93000338,"Mariana Islands","P",6.585402232,"1845954820",1.27138912156331
"2259","3492ASCM",4374,"SAI-00086","Saipan",2271,3492,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.10522527,145.7202338,22,5,0,6.25,8.25,68.75,11.75,0,0,1,NA,NA,NA,4,2,"A","SCM",1.034636674,0.232290014,0.263938,0.59151661,0,2.122381298,"Mariana Islands","P",6.585402232,"1845954816",1.03463667401409
"2260","3492BEMD",4377,"SAI-00086","Saipan",2269,3492,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.10522527,145.7202338,22,5,0,6.25,8.25,68.75,11.75,0,0,1,NA,NA,NA,4,2,"B","EMD",0.53597318,1.655477964,1.842210008,0.713415067,0,4.747076219,"Mariana Islands","P",6.585402232,"1845954819",0.535973180201175
"2261","3492BKSM",4376,"SAI-00086","Saipan",2270,3492,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","08/04/2011","Forereef","Deep","Deep",15.10522527,145.7202338,22,5,0,6.25,8.25,68.75,11.75,0,0,1,NA,NA,NA,4,2,"B","KSM",0.786120133,8.626363356,1.908517547,2.940102474,0,14.26110351,"Mariana Islands","P",6.585402232,"1845954831",0.786120132811257
"2262","3493AEMD",4400,"SAI-00172","Saipan",2276,3493,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","08/04/2011","Forereef","Mid","Mid",15.10421583,145.7328303,12,6,0,5.5,9.5,62.5,16.5,0,0,2,NA,NA,NA,4,2,"A","EMD",0.219835837,2.050622501,1.978335368,1.267790414,0,5.51658412,"Mariana Islands","P",6.783369497,"1845954821",0.219835836807109
"2263","3493AKSM",4403,"SAI-00172","Saipan",2274,3493,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","08/04/2011","Forereef","Mid","Mid",15.10421583,145.7328303,12,6,0,5.5,9.5,62.5,16.5,0,0,2,NA,NA,NA,4,2,"A","KSM",0.864207235,3.68678276,1.854943054,5.285324476,0,11.69125752,"Mariana Islands","P",6.783369497,"1845954833",0.864207235028774
"2264","3493BEMD",4402,"SAI-00172","Saipan",2275,3493,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","08/04/2011","Forereef","Mid","Mid",15.10421583,145.7328303,12,6,0,5.5,9.5,62.5,16.5,0,0,2,NA,NA,NA,4,2,"B","EMD",0.284400284,1.379268377,2.302880719,1.560973142,0,5.527522523,"Mariana Islands","P",6.783369497,"1845954822",0.284400284157738
"2265","3493BKSM",4401,"SAI-00172","Saipan",2273,3493,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","08/04/2011","Forereef","Mid","Mid",15.10421583,145.7328303,12,6,0,5.5,9.5,62.5,16.5,0,0,2,NA,NA,NA,4,2,"B","KSM",0.347819789,3.884064961,4.588000655,3.93471278,0,12.75459819,"Mariana Islands","P",6.783369497,"1845954835",0.34781978947433
"2266","3494AEMD",4440,"SAI-00294","Saipan",2280,3494,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.15303606,145.7488324,3.5,43.75,0,3.75,20,28.25,4.25,0,0,3.25,NA,NA,NA,4,2,"A","EMD",0.442435083,0.131414851,5.436877053,2.261453518,0,8.272180504,"Mariana Islands","P",10.00311434,"1845954811",0.442435082502857
"2267","3494AKSM",4438,"SAI-00294","Saipan",2279,3494,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.15303606,145.7488324,3.5,43.75,0,3.75,20,28.25,4.25,0,0,3.25,NA,NA,NA,4,2,"A","KSM",0.220280824,0.637302863,16.87672238,7.804007414,0,25.53831349,"Mariana Islands","P",10.00311434,"1845954836",0.220280824324715
"2268","3494BEMD",4439,"SAI-00294","Saipan",2278,3494,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.15303606,145.7488324,3.5,43.75,0,3.75,20,28.25,4.25,0,0,3.25,NA,NA,NA,4,2,"B","EMD",0.258701024,0.026066597,2.748542487,1.633961943,0,4.667272051,"Mariana Islands","P",10.00311434,"1845954814",0.258701023519521
"2269","3494BKSM",4441,"SAI-00294","Saipan",2277,3494,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.15303606,145.7488324,3.5,43.75,0,3.75,20,28.25,4.25,0,0,3.25,NA,NA,NA,4,2,"B","KSM",0,0.456423002,11.07429211,6.92422422,0,18.45493933,"Mariana Islands","P",10.00311434,"1845954837",0
"2270","3495AJPZ",4435,"SAI-00274","Saipan",2281,3495,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.15848589,145.7521795,5,55,0,0.5,7,35,2.5,0,0,2,NA,NA,NA,2,1,"A","JPZ",1.051002812,0.59873862,7.491878935,1.201448839,0,10.34306921,"Mariana Islands","P",9.589191021,"1845954807",1.05100281172596
"2271","3495AKSM",4434,"SAI-00274","Saipan",2282,3495,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","08/04/2011","Forereef","Shallow","Shallow",15.15848589,145.7521795,5,55,0,0.5,7,35,2.5,0,0,2,NA,NA,NA,2,1,"A","KSM",0.549956971,0.352366579,5.526826293,5.814486382,0,12.24363623,"Mariana Islands","P",9.589191021,"1845954838",0.549956970825156
"2272","3497AJPZ",4887,"TIN-00081","Tinian",2283,3497,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefDeep","Tinian","09/04/2011","Forereef","Deep","Deep",14.99099803,145.5896028,24,4,0,17.5,2.5,53.5,22.5,0,0,1.5,NA,NA,NA,2,1,"A","JPZ",0.471217861,1.740019434,5.16870472,5.743796003,0,13.12373802,"Mariana Islands","P",11.71276007,"1845954848",0.47121786109131
"2273","3497AKSM",4886,"TIN-00081","Tinian",2284,3497,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefDeep","Tinian","09/04/2011","Forereef","Deep","Deep",14.99099803,145.5896028,24,4,0,17.5,2.5,53.5,22.5,0,0,1.5,NA,NA,NA,2,1,"A","KSM",1.908100105,3.432335896,9.218662239,7.489540426,0,22.04863867,"Mariana Islands","P",11.71276007,"1845954843",1.90810010516648
"2274","3498AJPZ",4894,"TIN-00110","Tinian",2285,3498,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.97693395,145.6102575,17.5,7.5,0,4.75,4.25,64.5,19,0,0,1.5,NA,NA,NA,4,2,"A","JPZ",1.66395909,2.692394119,5.466884586,1.21330139,0,11.03653919,"Mariana Islands","P",4.14439755,"1845954858",1.66395908989075
"2275","3498AKSM",4895,"TIN-00110","Tinian",2287,3498,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.97693395,145.6102575,17.5,7.5,0,4.75,4.25,64.5,19,0,0,1.5,NA,NA,NA,4,2,"A","KSM",2.781640951,4.985774458,5.110313424,14.15563115,0,27.03335998,"Mariana Islands","P",4.14439755,"1845954854",2.78164095070533
"2276","3498BJPZ",4892,"TIN-00110","Tinian",2286,3498,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.97693395,145.6102575,17.5,7.5,0,4.75,4.25,64.5,19,0,0,1.5,NA,NA,NA,4,2,"B","JPZ",1.159048104,1.119306348,3.952227629,1.564471243,0,7.795053324,"Mariana Islands","P",4.14439755,"1845954859",1.15904810445851
"2277","3498BKSM",4893,"TIN-00110","Tinian",2288,3498,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.97693395,145.6102575,17.5,7.5,0,4.75,4.25,64.5,19,0,0,1.5,NA,NA,NA,4,2,"B","KSM",0.647106367,3.67011707,11.23259573,2.430286234,0,17.9801054,"Mariana Islands","P",4.14439755,"1845954857",0.647106366708275
"2278","3499AJPZ",4919,"TIN-00159","Tinian",2290,3499,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefShallow","Tinian","09/04/2011","Forereef","Shallow","Shallow",14.96033619,145.6201732,5,33.75,0,4.5,7,44.25,10.5,0,0,3.5,NA,NA,NA,4,2,"A","JPZ",0,1.558687333,6.531124788,5.865777437,0,13.95558956,"Mariana Islands","P",3.677208387,"1845954850",0
"2279","3499AKSM",4917,"TIN-00159","Tinian",2289,3499,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefShallow","Tinian","09/04/2011","Forereef","Shallow","Shallow",14.96033619,145.6201732,5,33.75,0,4.5,7,44.25,10.5,0,0,3.5,NA,NA,NA,4,2,"A","KSM",3.186715197,1.412182931,13.16985581,1.646131541,0,19.41488548,"Mariana Islands","P",3.677208387,"1845954839",3.18671519717193
"2280","3499BJPZ",4916,"TIN-00159","Tinian",2292,3499,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefShallow","Tinian","09/04/2011","Forereef","Shallow","Shallow",14.96033619,145.6201732,5,33.75,0,4.5,7,44.25,10.5,0,0,3.5,NA,NA,NA,4,2,"B","JPZ",1.267350212,1.160541946,6.551724111,2.691371163,0,11.67098743,"Mariana Islands","P",3.677208387,"1845954853",1.26735021228209
"2281","3499BKSM",4918,"TIN-00159","Tinian",2291,3499,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefShallow","Tinian","09/04/2011","Forereef","Shallow","Shallow",14.96033619,145.6201732,5,33.75,0,4.5,7,44.25,10.5,0,0,3.5,NA,NA,NA,4,2,"B","KSM",0.391486867,0.594010752,12.98588231,1.678490282,0,15.64987021,"Mariana Islands","P",3.677208387,"1845954840",0.391486867420991
"2282","3500AJPZ",4913,"TIN-00149","Tinian",2293,3500,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Shallow",14.94874829,145.6288922,9,25,0,3.5,7.5,59,5,0,0,2,NA,NA,NA,2,1,"A","JPZ",2.39703167,3.52793498,13.43393896,3.190699092,0,22.5496047,"Mariana Islands","P",4.273702674,"1845954860",2.39703166994792
"2283","3500AKSM",4912,"TIN-00149","Tinian",2294,3500,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Shallow",14.94874829,145.6288922,9,25,0,3.5,7.5,59,5,0,0,2,NA,NA,NA,2,1,"A","KSM",2.151519956,3.755829085,17.08626447,6.568989716,0,29.56260323,"Mariana Islands","P",4.273702674,"1845954851",2.15151995633978
"2284","3501AEMD",4880,"TIN-00063","Tinian",2296,3501,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefDeep","Tinian","09/04/2011","Forereef","Deep","Deep",14.95246483,145.6194241,27,3.5,0,10,31.5,35,17.5,2.5,0,1,NA,NA,NA,2,1,"A","EMD",0.329015043,0.653446791,0.126833727,1.042725353,0,2.152020914,"Mariana Islands","P",2.337159014,"1845954856",0.329015043171794
"2285","3501APMA",4881,"TIN-00063","Tinian",2295,3501,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefDeep","Tinian","09/04/2011","Forereef","Deep","Deep",14.95246483,145.6194241,27,3.5,0,10,31.5,35,17.5,2.5,0,1,NA,NA,NA,2,1,"A","PMA",0.185295362,1.237770428,1.539438733,0.611349708,0,3.573854231,"Mariana Islands","P",2.337159014,"1845954855",0.185295361971335
"2286","3502AEMD",4904,"TIN-00137","Tinian",2299,3502,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.94836583,145.6264045,18,3,0,3.5,9,73.25,11.25,0,0,1.25,NA,NA,NA,4,2,"A","EMD",47.2471257,0.728368404,1.397323038,0.779318601,0,50.15213575,"Mariana Islands","P",3.537281034,"1845954841",47.2471257037676
"2287","3502APMA",4905,"TIN-00137","Tinian",2297,3502,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.94836583,145.6264045,18,3,0,3.5,9,73.25,11.25,0,0,1.25,NA,NA,NA,4,2,"A","PMA",12.77441466,0.265324825,3.45236035,1.334235783,0,17.82633561,"Mariana Islands","P",3.537281034,"1845954846",12.7744146563107
"2288","3502BEMD",4907,"TIN-00137","Tinian",2298,3502,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.94836583,145.6264045,18,3,0,3.5,9,73.25,11.25,0,0,1.25,NA,NA,NA,4,2,"B","EMD",12.71086351,3.023914397,4.380990071,1.159505313,0,21.27527329,"Mariana Islands","P",3.537281034,"1845954842",12.7108635068221
"2289","3502BPMA",4906,"TIN-00137","Tinian",2300,3502,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.94836583,145.6264045,18,3,0,3.5,9,73.25,11.25,0,0,1.25,NA,NA,NA,4,2,"B","PMA",6.202992813,8.68887573,4.151487939,6.166179685,0,25.20953617,"Mariana Islands","P",3.537281034,"1845954847",6.20299281266592
"2290","3503AEMD",4909,"TIN-00146","Tinian",2303,3503,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.93154427,145.6300411,11.5,7,0,20,3.25,57.25,12.5,0,0,1.25,NA,NA,NA,4,2,"A","EMD",0.096840662,4.937775392,1.818928981,8.646832162,0,15.5003772,"Mariana Islands","P",9.623599314,"1845954844",0.0968406617405159
"2291","3503APMA",4908,"TIN-00146","Tinian",2302,3503,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.93154427,145.6300411,11.5,7,0,20,3.25,57.25,12.5,0,0,1.25,NA,NA,NA,4,2,"A","PMA",1.885696301,1.412846234,10.07360729,2.508105367,0,15.88025519,"Mariana Islands","P",9.623599314,"1845954849",3.71234368102956
"2292","3503BEMD",4911,"TIN-00146","Tinian",2301,3503,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.93154427,145.6300411,11.5,7,0,20,3.25,57.25,12.5,0,0,1.25,NA,NA,NA,4,2,"B","EMD",0.834554117,2.046798431,1.097435539,3.053452056,0,7.032240143,"Mariana Islands","P",9.623599314,"1845954845",2.87034176487608
"2293","3503BPMA",4910,"TIN-00146","Tinian",2304,3503,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Tinian","2011","ForereefMid","Tinian","09/04/2011","Forereef","Mid","Mid",14.93154427,145.6300411,11.5,7,0,20,3.25,57.25,12.5,0,0,1.25,NA,NA,NA,4,2,"B","PMA",0.394633265,0.82631162,1.334872357,2.41359237,0,4.969409612,"Mariana Islands","P",9.623599314,"1845954852",37.4721227116569
"2294","3509AJPZ",4549,"SAR-00060","Sarigan",2306,3509,"nSPC",2011,"N.MARIAN","Mariana Archipelago","Sarigan","2011","ForereefDeep","Sarigan","10/04/2011","Forereef","Deep","Deep",16.71723045,145.7747603,25.5,12.25,0.25,24.5,0,45.25,17.5,0,0.25,1.25,NA,NA,NA,4,2,"A","JPZ",6.873539365,2.348095337,42.53682079,10.45105584,0,62.20951133,"Mariana Islands","U",21.83465061,"1845954881",6.8735393647526
"2295","3509AKSM",4551,"SAR-00060","Sarigan",2308,3509,"nSPC",2011,"N.MARIAN","Mariana Archipelago","Sarigan","2011","ForereefDeep","Sarigan","10/04/2011","Forereef","Deep","Deep",16.71723045,145.7747603,25.5,12.25,0.25,24.5,0,45.25,17.5,0,0.25,1.25,NA,NA,NA,4,2,"A","KSM",6.23771221,4.982261678,4.601188925,15.72919376,0,31.55035658,"Mariana Islands","U",21.83465061,"1845954875",9.94076335131722
"2296","3509BEMD",4548,"SAR-00060","Sarigan",2305,3509,"nSPC",2011,"N.MARIAN","Mariana Archipelago","Sarigan","2011","ForereefDeep","Sarigan","10/04/2011","Forereef","Deep","Deep",16.71723045,145.7747603,25.5,12.25,0.25,24.5,0,45.25,17.5,0,0.25,1.25,NA,NA,NA,4,2,"B","EMD",4.222278802,0.688947623,5.826023141,7.538214883,0,18.27546445,"Mariana Islands","U",21.83465061,"1845954861",4.22227880248843
"2297","3509BPMA",4550,"SAR-00060","Sarigan",2307,3509,"nSPC",2011,"N.MARIAN","Mariana Archipelago","Sarigan","2011","ForereefDeep","Sarigan","10/04/2011","Forereef","Deep","Deep",16.71723045,145.7747603,25.5,12.25,0.25,24.5,0,45.25,17.5,0,0.25,1.25,NA,NA,NA,4,2,"B","PMA",0,19.98842885,5.367342323,6.237443957,0,31.59321513,"Mariana Islands","U",21.83465061,"1845954867",5.2883670876862
"2298","3510AJPZ",4554,"SAR-00073","Sarigan",2309,3510,"nSPC",2011,"N.MARIAN","Mariana Archipelago","Sarigan","2011","ForereefDeep","Sarigan","10/04/2011","Forereef","Deep","Deep",16.71050205,145.7671863,20.5,20,0.75,20.75,3,36.75,18.75,0,0,1.5,NA,NA,NA,4,2,"A","JPZ",3.239079809,2.86306274,9.194533936,2.757450688,0,18.05412717,"Mariana Islands","U",23.76260762,"1845954885",3.23907980909564
